Year,SiteID,Location,Variety,Rep,%_heading,%_lodge,plant_ht_in,yield_bpa,%_moisture,test_wt_lbpb,straw_tpa,crown_rust,stem_rust,BYDV,septoria_leaf_blight
2015,1,Kanawha,Saber,1,70,15,35.5,119.46,12.04,34.43,,,,,
2015,1,Kanawha,Saber,2,60,45,45.0,147.15,11.49,33.91,,,,,
2015,1,Kanawha,Saber,3,70,70,47.0,132.72,11.36,33.80,,,,,
2015,1,Kanawha,Badger,1,50,55,34.5,121.61,11.48,33.63,,,,,
2015,1,Kanawha,Badger,2,50,90,43.0,158.66,11.83,34.05,,,,,
2015,1,Kanawha,Badger,3,80,95,46.0,142.80,10.96,32.18,,,,,
2015,1,Kanawha,Shelby 427,1,50,60,36.8,131.48,10.70,33.70,,,,,
2015,1,Kanawha,Shelby 427,2,80,90,48.0,132.78,10.39,33.61,,,,,
2015,1,Kanawha,Shelby 427,3,90,95,47.5,103.30,10.30,33.28,,,,,
2015,1,Kanawha,GM423,1,0,50,46.5,112.95,11.31,28.77,,,,,
2015,1,Kanawha,GM423,2,0,90,46.0,96.71,10.29,26.28,,,,,
2015,1,Kanawha,GM423,3,0,85,50.5,105.98,10.29,26.76,,,,,
2015,1,Kanawha,Rockford,1,0,50,44.5,83.93,11.19,31.98,,,,,
2015,1,Kanawha,Rockford,2,10,40,50.8,93.46,11.64,33.03,,,,,
2015,1,Kanawha,Rockford,3,0,95,47.5,90.17,10.79,31.38,,,,,
2015,1,Kanawha,Natty,1,70,50,46.0,136.81,11.14,34.64,,,,,
2015,1,Kanawha,Natty,2,60,60,46.5,138.34,10.96,34.13,,,,,
2015,1,Kanawha,Natty,3,90,75,51.5,146.71,10.70,33.30,,,,,
2015,1,Kanawha,Goliath,1,0,50,48.0,109.79,10.84,32.43,,,,,
2015,1,Kanawha,Goliath,2,0,70,47.0,111.72,10.53,31.08,,,,,
2015,1,Kanawha,Goliath,3,0,90,52.0,100.15,10.60,31.47,,,,,
2015,1,Kanawha,Souris,1,30,60,44.5,87.43,10.45,28.89,,,,,
2015,1,Kanawha,Souris,2,10,65,41.0,109.71,10.56,30.33,,,,,
2015,1,Kanawha,Souris,3,10,55,47.0,112.09,10.34,29.83,,,,,
2015,1,Kanawha,Deon,1,20,25,48.0,149.07,11.38,32.65,,,,,
2015,1,Kanawha,Deon,2,0,40,46.0,150.61,11.49,32.37,,,,,
2015,1,Kanawha,Deon,3,0,20,52.0,145.19,11.63,32.95,,,,,
2015,1,Kanawha,Leggett,1,30,70,41.0,105.74,10.73,29.63,,,,,
2015,1,Kanawha,Leggett,2,20,70,47.3,98.31,10.63,29.22,,,,,
2015,1,Kanawha,Leggett,3,0,95,51.5,85.95,10.39,28.77,,,,,
2015,1,Kanawha,Hayden,1,30,90,42.5,149.89,10.89,35.60,,,,,
2015,1,Kanawha,Hayden,2,30,60,48.0,125.33,11.00,35.52,,,,,
2015,1,Kanawha,Hayden,3,20,90,47.5,118.44,10.53,35.11,,,,,
2015,1,Kanawha,Tack,1,70,90,37.5,120.87,10.18,35.05,,,,,
2015,1,Kanawha,Tack,2,60,90,40.5,131.80,10.58,35.46,,,,,
2015,1,Kanawha,Tack,3,50,95,44.8,122.88,10.35,35.07,,,,,
2015,1,Kanawha,BetaGene,1,70,40,41.5,165.88,11.65,33.18,,,,,
2015,1,Kanawha,BetaGene,2,40,60,40.0,166.87,11.13,32.48,,,,,
2015,1,Kanawha,BetaGene,3,40,25,46.0,176.30,11.63,33.29,,,,,
2015,1,Kanawha,Horsepower,1,50,70,43.0,127.66,10.64,30.22,,,,,
2015,1,Kanawha,Horsepower,2,30,80,43.5,90.92,10.46,27.83,,,,,
2015,1,Kanawha,Horsepower,3,30,90,45.8,119.37,10.66,29.24,,,,,
2015,1,Kanawha,Excel,1,50,70,38.5,136.95,11.05,32.77,,,,,
2015,1,Kanawha,Excel,2,20,80,51.0,128.37,10.63,31.17,,,,,
2015,1,Kanawha,Excel,3,30,50,42.0,128.34,11.04,32.74,,,,,
2015,1,Kanawha,Jerry,1,80,80,43.5,108.28,10.48,30.36,,,,,
2015,1,Kanawha,Jerry,2,20,85,53.0,93.49,10.15,28.23,,,,,
2015,1,Kanawha,Jerry,3,20,95,51.5,114.06,10.23,29.63,,,,,
2015,2,Nashua,Saber,1,100,0,33.0,157.56,13.07,33.77,1.41,2,,,
2015,2,Nashua,Saber,2,100,2,35.0,148.85,12.98,33.38,1.61,1,,,
2015,2,Nashua,Saber,3,100,2,35.0,148.76,13.03,33.60,1.54,1,,,
2015,2,Nashua,Badger,1,95,70,30.0,142.84,14.22,31.99,1.01,1,,,
2015,2,Nashua,Badger,2,100,20,32.0,130.56,13.01,32.52,1.21,1,,,
2015,2,Nashua,Badger,3,100,5,32.0,136.62,13.23,32.53,1.21,1,,,
2015,2,Nashua,Shelby 427,1,100,2,41.0,148.37,13.54,35.57,1.74,2,,,
2015,2,Nashua,Shelby 427,2,100,5,39.0,123.81,12.91,35.30,1.68,1,,,
2015,2,Nashua,Shelby 427,3,100,5,37.0,140.20,13.14,35.51,1.61,1,,,
2015,2,Nashua,GM423,1,10,5,41.0,141.44,13.59,32.30,2.28,1,,,
2015,2,Nashua,GM423,2,10,0,40.0,133.48,13.36,31.59,1.88,1,,,
2015,2,Nashua,GM423,3,10,0,40.0,132.33,13.47,31.91,2.14,1,,,
2015,2,Nashua,Rockford,1,10,2,40.0,128.75,14.54,36.42,2.01,3,,,
2015,2,Nashua,Rockford,2,30,0,40.0,125.98,13.46,35.86,2.08,3,,,
2015,2,Nashua,Rockford,3,20,0,38.0,115.04,13.20,36.18,1.94,1,,,
2015,2,Nashua,Natty,1,100,0,40.0,160.93,13.11,36.66,1.94,2,,,
2015,2,Nashua,Natty,2,100,0,40.0,132.26,13.19,36.23,1.74,1,,,
2015,2,Nashua,Natty,3,100,0,41.0,122.52,13.12,36.61,1.47,2,,,
2015,2,Nashua,Goliath,1,30,5,50.0,138.84,13.99,36.03,2.61,1,,,
2015,2,Nashua,Goliath,2,10,5,46.0,136.41,13.37,36.01,2.48,1,,,
2015,2,Nashua,Goliath,3,15,0,46.0,137.15,14.13,36.10,2.68,1,,,
2015,2,Nashua,Souris,1,40,5,36.0,120.42,12.87,33.50,1.27,4,,,
2015,2,Nashua,Souris,2,70,40,36.0,133.57,12.66,33.03,1.61,5,,,
2015,2,Nashua,Souris,3,90,5,36.0,129.51,13.39,33.46,1.34,6,,,
2015,2,Nashua,Deon,1,40,0,39.0,145.02,14.08,35.52,2.35,1,,,
2015,2,Nashua,Deon,2,10,0,36.0,135.03,13.62,34.94,2.61,1,,,
2015,2,Nashua,Deon,3,30,0,36.0,138.79,14.02,35.26,2.55,1,,,
2015,2,Nashua,Leggett,1,40,5,38.0,146.32,13.89,33.92,1.81,4,,,
2015,2,Nashua,Leggett,2,70,2,35.0,143.68,13.42,33.62,2.14,1,,,
2015,2,Nashua,Leggett,3,40,2,35.0,134.07,13.61,33.82,1.74,2,,,
2015,2,Nashua,Hayden,1,60,2,41.0,161.88,13.39,36.68,2.14,1,,,
2015,2,Nashua,Hayden,2,80,0,38.0,151.91,13.20,35.94,2.08,1,,,
2015,2,Nashua,Hayden,3,60,0,37.0,141.09,12.90,36.34,1.88,1,,,
2015,2,Nashua,Tack,1,100,70,35.0,129.07,13.02,36.29,1.41,2,,,
2015,2,Nashua,Tack,2,100,10,33.0,126.43,13.48,35.90,1.34,1,,,
2015,2,Nashua,Tack,3,100,25,31.0,121.42,12.50,36.30,1.34,2,,,
2015,2,Nashua,BetaGene,1,95,5,37.0,149.38,13.24,33.30,1.81,1,,,
2015,2,Nashua,BetaGene,2,95,0,36.0,143.98,13.53,32.89,1.68,1,,,
2015,2,Nashua,BetaGene,3,90,5,36.0,141.79,13.38,32.71,1.68,1,,,
2015,2,Nashua,Horsepower,1,100,30,36.0,138.39,13.36,35.29,1.41,4,,,
2015,2,Nashua,Horsepower,2,90,0,34.0,122.66,12.68,34.66,1.21,2,,,
2015,2,Nashua,Horsepower,3,95,20,37.0,133.77,13.17,35.10,1.41,2,,,
2015,2,Nashua,Excel,1,95,2,36.0,143.14,13.16,33.73,1.41,6,,,
2015,2,Nashua,Excel,2,90,0,36.0,146.03,12.60,32.97,1.68,3,,,
2015,2,Nashua,Excel,3,100,5,36.0,148.22,12.77,33.39,1.81,2,,,
2015,2,Nashua,Jerry,1,100,70,37.0,138.57,12.62,35.92,1.54,4,,,
2015,2,Nashua,Jerry,2,90,20,38.0,123.30,12.92,35.52,1.47,3,,,
2015,2,Nashua,Jerry,3,95,70,36.0,125.31,12.56,35.74,1.61,3,,,
2016,1,Kanawha,Excel,1,,100,42.0,68.70,11.80,35.65,,6,,,
2016,1,Kanawha,BetaGene,1,,80,39.5,74.40,11.90,33.45,,3,,,
2016,1,Kanawha,Horsepower,1,,100,36.0,60.70,11.45,35.10,,7,,,
2016,1,Kanawha,Jerry,1,,100,44.0,60.90,11.50,35.50,,7,,,
2016,1,Kanawha,Leggett,1,,95,39.0,49.10,11.10,33.00,,6,,,
2016,1,Kanawha,Deon,1,,95,42.5,71.30,11.60,33.70,,4,,,
2016,1,Kanawha,Goliath,1,,95,48.5,63.40,11.50,33.85,,3,,,
2016,1,Kanawha,Badger,1,,20,34.5,73.50,12.25,35.20,,3,,,
2016,1,Kanawha,Rockford,1,,100,41.0,64.20,11.70,35.40,,4,,,
2016,1,Kanawha,Reins,1,,80,33.0,100.70,12.50,37.70,,4,,,
2016,1,Kanawha,Shelby 427,1,,100,39.0,82.30,11.70,37.90,,5,,,
2016,1,Kanawha,Saber,1,,100,36.5,107.00,11.80,36.55,,2,,,
2016,1,Kanawha,Souris,1,,100,38.0,68.00,11.55,33.30,,8,,,
2016,1,Kanawha,Natty,1,,95,42.5,73.60,11.80,36.85,,3,,,
2016,1,Kanawha,Hayden,1,,100,38.0,70.70,11.55,36.80,,3,,,
2016,1,Kanawha,Hayden,2,,95,43.5,65.00,11.40,36.55,,4,,,
2016,1,Kanawha,Deon,2,,95,44.0,67.90,11.20,33.85,,3,,,
2016,1,Kanawha,Souris,2,,100,41.5,27.10,11.40,32.90,,8,,,
2016,1,Kanawha,Natty,2,,90,42.0,68.70,11.80,36.80,,4,,,
2016,1,Kanawha,Rockford,2,,100,45.0,44.30,11.60,34.70,,6,,,
2016,1,Kanawha,Reins,2,,80,34.5,96.80,12.15,38.10,,3,,,
2016,1,Kanawha,Saber,2,,95,37.5,95.70,11.75,36.05,,2,,,
2016,1,Kanawha,Excel,2,,80,40.0,76.80,11.65,35.35,,3,,,
2016,1,Kanawha,Shelby 427,2,,95,40.0,65.70,11.70,37.15,,3,,,
2016,1,Kanawha,Jerry,2,,95,45.5,57.30,11.80,36.10,,4,,,
2016,1,Kanawha,Horsepower,2,,100,35.0,77.50,11.60,34.85,,5,,,
2016,1,Kanawha,Badger,2,,15,37.5,78.20,12.10,34.65,,2,,,
2016,1,Kanawha,Goliath,2,,100,49.0,72.60,11.55,35.05,,3,,,
2016,1,Kanawha,Leggett,2,,100,41.5,38.80,11.45,32.20,,7,,,
2016,1,Kanawha,BetaGene,2,,95,41.5,87.40,12.15,33.60,,2,,,
2016,1,Kanawha,Goliath,3,,95,47.0,61.00,11.80,36.05,,4,,,
2016,1,Kanawha,Reins,3,,90,32.5,94.90,12.20,38.25,,5,,,
2016,1,Kanawha,Shelby 427,3,,95,40.0,64.70,11.40,38.00,,6,,,
2016,1,Kanawha,Excel,3,,95,38.0,91.60,11.60,35.65,,4,,,
2016,1,Kanawha,Horsepower,3,,100,36.0,60.00,11.55,34.95,,5,,,
2016,1,Kanawha,Hayden,3,,100,40.5,87.80,11.40,36.50,,4,,,
2016,1,Kanawha,Souris,3,,100,38.5,53.50,11.60,32.35,,7,,,
2016,1,Kanawha,Natty,3,,90,43.5,62.30,12.20,36.65,,3,,,
2016,1,Kanawha,Saber,3,,95,36.0,93.10,12.25,35.25,,3,,,
2016,1,Kanawha,Leggett,3,,80,37.5,66.60,12.15,34.90,,5,,,
2016,1,Kanawha,BetaGene,3,,80,40.0,91.20,12.55,33.65,,2,,,
2016,1,Kanawha,Jerry,3,,95,41.5,73.40,12.05,35.35,,5,,,
2016,1,Kanawha,Badger,3,,10,34.5,80.20,12.30,35.15,,4,,,
2016,1,Kanawha,Rockford,3,,95,44.0,58.50,11.90,34.85,,7,,,
2016,1,Kanawha,Deon,3,,80,40.5,84.20,11.90,34.70,,3,,,
2016,2,Nashua,Saber,1,95,2,36.0,146.17,12.81,33.59,1.34,5,0,,
2016,2,Nashua,Saber,2,95,5,36.5,135.96,12.39,33.73,1.34,4,0,,
2016,2,Nashua,Saber,3,95,0,35.5,125.01,14.12,33.54,0.99,3,0,,
2016,2,Nashua,Badger,1,95,70,35.5,122.45,13.52,32.13,1.11,3,0,,
2016,2,Nashua,Badger,2,95,50,33.0,124.71,13.66,31.93,1.11,4,0,,
2016,2,Nashua,Badger,3,95,40,35.5,134.04,13.31,31.97,1.21,3,0,,
2016,2,Nashua,Shelby 427,1,95,5,41.5,106.87,12.64,34.52,1.39,3,0,,
2016,2,Nashua,Shelby 427,2,95,10,40.5,115.52,12.47,34.96,1.54,3,0,,
2016,2,Nashua,Shelby 427,3,95,2,40.0,121.20,12.66,34.69,1.54,4,0,,
2016,2,Nashua,Reins,1,95,5,34.5,107.08,12.88,35.09,0.94,2,0,,
2016,2,Nashua,Reins,2,95,5,30.0,118.38,13.28,34.78,0.78,3,0,,
2016,2,Nashua,Reins,3,95,0,31.5,122.22,12.99,35.11,0.99,3,0,,
2016,2,Nashua,Rockford,1,80,20,43.5,114.46,13.27,35.32,1.66,3,0,,
2016,2,Nashua,Rockford,2,80,50,46.0,148.97,12.91,34.83,1.88,3,0,,
2016,2,Nashua,Rockford,3,70,10,42.0,130.70,12.92,35.33,1.61,5,0,,
2016,2,Nashua,Natty,1,95,5,44.5,125.93,12.81,34.81,1.80,1,0,,
2016,2,Nashua,Natty,2,95,0,41.0,130.51,13.04,34.92,1.63,2,0,,
2016,2,Nashua,Natty,3,95,0,40.5,131.59,13.31,35.57,1.80,2,0,,
2016,2,Nashua,Goliath,1,80,20,48.5,133.59,13.29,36.18,1.88,2,0,,
2016,2,Nashua,Goliath,2,70,2,44.5,132.43,13.40,36.12,1.74,2,0,,
2016,2,Nashua,Goliath,3,40,2,46.5,130.66,13.60,36.32,1.39,3,0,,
2016,2,Nashua,Souris,1,95,5,37.0,115.34,12.22,33.01,1.54,4,0,,
2016,2,Nashua,Souris,2,95,10,34.0,123.73,13.31,32.71,1.43,5,0,,
2016,2,Nashua,Souris,3,80,10,36.5,123.94,12.82,33.22,1.32,4,0,,
2016,2,Nashua,Deon,1,60,0,42.0,134.44,13.06,35.23,1.84,1,0,,
2016,2,Nashua,Deon,2,30,0,40.5,145.08,12.58,34.96,1.72,1,0,,
2016,2,Nashua,Deon,3,50,0,40.5,141.91,13.90,34.89,1.80,1,0,,
2016,2,Nashua,Leggett,1,90,5,38.5,125.51,13.10,33.98,1.71,2,0,,
2016,2,Nashua,Leggett,2,80,10,38.0,130.75,12.89,33.06,1.37,3,0,,
2016,2,Nashua,Leggett,3,70,0,37.5,124.92,13.51,33.34,1.47,3,0,,
2016,2,Nashua,Hayden,1,95,2,38.5,128.16,12.63,36.04,1.71,3,0,,
2016,2,Nashua,Hayden,2,80,2,39.5,139.98,13.59,35.24,1.52,3,0,,
2016,2,Nashua,Hayden,3,95,5,36.0,128.10,14.66,34.80,1.71,3,0,,
2016,2,Nashua,Tack,1,95,5,35.0,119.58,12.76,35.69,1.48,2,0,,
2016,2,Nashua,Tack,2,95,20,36.0,119.92,13.58,35.32,1.32,3,0,,
2016,2,Nashua,Tack,3,95,5,33.5,109.91,13.37,34.52,1.21,4,0,,
2016,2,Nashua,BetaGene,1,90,5,37.0,121.69,13.37,33.37,1.44,1,0,,
2016,2,Nashua,BetaGene,2,95,0,39.5,139.28,13.41,32.69,1.31,2,0,,
2016,2,Nashua,BetaGene,3,95,0,39.0,145.92,14.12,32.83,1.31,2,0,,
2016,2,Nashua,Horsepower,1,90,10,33.5,113.64,12.77,34.51,1.43,3,0,,
2016,2,Nashua,Horsepower,2,95,15,33.0,113.36,12.98,33.66,1.15,5,0,,
2016,2,Nashua,Horsepower,3,95,20,33.0,120.96,12.83,33.83,1.21,3,0,,
2016,2,Nashua,Excel,1,90,15,37.0,125.62,13.02,33.21,1.36,2,0,,
2016,2,Nashua,Excel,2,95,20,35.0,114.63,12.77,32.70,1.09,3,0,,
2016,2,Nashua,Excel,3,95,30,40.0,151.80,13.27,31.49,1.36,4,0,,
2016,2,Nashua,Jerry,1,95,10,42.0,115.15,13.49,33.87,1.66,4,0,,
2016,2,Nashua,Jerry,2,95,0,40.0,112.35,13.00,33.86,1.45,3,0,,
2016,2,Nashua,Jerry,3,95,5,41.0,116.93,12.89,33.53,1.29,4,0,,
2016,3,Charles City,Excel,1,,20,39.0,74.50,12.40,33.80,,,,,
2016,3,Charles City,BetaGene,1,,0,38.0,72.70,12.80,32.05,,,,,
2016,3,Charles City,Horsepower,1,,90,35.0,46.00,12.25,33.35,,,,,
2016,3,Charles City,Jerry,1,,75,43.5,62.00,12.40,34.70,,,,,
2016,3,Charles City,Leggett,1,,90,40.0,45.40,12.20,33.25,,,,,
2016,3,Charles City,Deon,1,,0,45.5,100.70,13.45,34.65,,,,,
2016,3,Charles City,Goliath,1,,90,54.5,34.00,12.20,36.20,,,,,
2016,3,Charles City,Badger,1,,50,37.5,75.30,12.50,31.60,,,,,
2016,3,Charles City,Rockford,1,,95,44.5,56.10,12.70,34.85,,,,,
2016,3,Charles City,Reins,1,,10,36.5,116.50,12.85,35.20,,,,,
2016,3,Charles City,Shelby 427,1,,95,42.5,69.20,11.90,35.95,,,,,
2016,3,Charles City,Saber,1,,95,41.5,81.60,12.40,33.50,,,,,
2016,3,Charles City,Souris,1,,95,42.0,37.20,12.50,33.75,,,,,
2016,3,Charles City,Natty,1,,50,47.5,102.80,13.15,34.95,,,,,
2016,3,Charles City,Hayden,1,,95,47.5,41.90,12.65,35.85,,,,,
2016,3,Charles City,Hayden,2,,10,41.0,64.60,12.85,36.55,,,,,
2016,3,Charles City,Deon,2,,0,43.0,102.60,13.30,35.25,,,,,
2016,3,Charles City,Souris,2,,90,38.5,36.60,12.45,33.65,,,,,
2016,3,Charles City,Natty,2,,50,42.5,74.20,12.75,34.55,,,,,
2016,3,Charles City,Rockford,2,,80,41.5,50.00,12.55,35.85,,,,,
2016,3,Charles City,Reins,2,,10,31.0,82.00,12.60,35.15,,,,,
2016,3,Charles City,Saber,2,,15,35.0,77.60,12.60,34.55,,,,,
2016,3,Charles City,Excel,2,,15,35.5,57.40,12.50,34.05,,,,,
2016,3,Charles City,Shelby 427,2,,75,40.0,67.00,12.40,35.20,,,,,
2016,3,Charles City,Jerry,2,,80,43.5,58.00,12.60,34.90,,,,,
2016,3,Charles City,Horsepower,2,,90,34.0,55.20,12.30,33.40,,,,,
2016,3,Charles City,Badger,2,,15,36.0,75.50,12.60,32.65,,,,,
2016,3,Charles City,Goliath,2,,90,50.5,40.00,12.25,35.35,,,,,
2016,3,Charles City,Leggett,2,,90,37.5,59.00,12.45,33.05,,,,,
2016,3,Charles City,BetaGene,2,,0,40.5,56.10,13.20,31.80,,,,,
2016,3,Charles City,Goliath,3,,15,46.5,56.00,12.85,37.25,,,,,
2016,3,Charles City,Reins,3,,0,28.5,72.00,12.55,35.50,,,,,
2016,3,Charles City,Shelby 427,3,,10,35.5,52.40,12.55,35.60,,,,,
2016,3,Charles City,Excel,3,,5,38.0,79.00,12.70,34.00,,,,,
2016,3,Charles City,Horsepower,3,,10,34.0,65.90,12.30,34.25,,,,,
2016,3,Charles City,Hayden,3,,5,37.5,57.60,12.65,36.75,,,,,
2016,3,Charles City,Souris,3,,30,32.0,47.90,12.50,33.85,,,,,
2016,3,Charles City,Natty,3,,0,34.5,56.30,13.35,35.10,,,,,
2016,3,Charles City,Saber,3,,0,35.5,85.70,12.85,34.00,,,,,
2016,3,Charles City,Leggett,3,,30,38.5,61.20,12.65,34.15,,,,,
2016,3,Charles City,BetaGene,3,,0,35.5,82.00,12.95,33.05,,,,,
2016,3,Charles City,Jerry,3,,15,41.5,55.80,12.80,35.50,,,,,
2016,3,Charles City,Badger,3,,20,35.5,70.00,12.80,33.55,,,,,
2016,3,Charles City,Rockford,3,,95,42.5,41.10,12.50,35.90,,,,,
2016,3,Charles City,Deon,3,,0,40.0,92.30,13.55,35.25,,,,,
2017,1,Kanawha,Antigo,1,,50,29.5,41.50,12.06,39.65,,,,,
2017,1,Kanawha,BetaGene,1,,30,33.0,69.70,11.95,34.65,,,,,
2017,1,Kanawha,Horsepower,1,,60,28.0,71.20,11.80,36.20,,,,,
2017,1,Kanawha,Jerry,1,,75,34.5,44.00,12.10,36.40,,,,,
2017,1,Kanawha,Leggett,1,,50,32.5,64.10,12.00,35.35,,,,,
2017,1,Kanawha,Deon,1,,30,35.0,73.00,12.30,35.90,,,,,
2017,1,Kanawha,Goliath,1,,95,41.0,61.90,12.05,36.75,,,,,
2017,1,Kanawha,Sumo,1,,50,32.5,47.50,12.70,37.00,,,,,
2017,1,Kanawha,Rockford,1,,20,35.0,51.80,11.90,37.65,,,,,
2017,1,Kanawha,Reins,1,,5,29.0,57.10,12.20,37.60,,,,,
2017,1,Kanawha,Shelby 427,1,,15,30.5,44.00,12.10,35.65,,,,,
2017,1,Kanawha,Saber,1,,60,28.5,75.20,12.30,35.55,,,,,
2017,1,Kanawha,Souris,1,,90,31.0,74.80,11.80,34.80,,,,,
2017,1,Kanawha,Natty,1,,85,37.5,83.80,12.45,37.15,,,,,
2017,1,Kanawha,Hayden,1,,50,33.0,77.80,12.15,37.80,,,,,
2017,1,Kanawha,Hayden,2,,60,33.5,75.10,11.65,36.00,,,,,
2017,1,Kanawha,Deon,2,,50,36.0,69.30,12.20,36.80,,,,,
2017,1,Kanawha,Souris,2,,95,34.0,71.40,11.75,34.80,,,,,
2017,1,Kanawha,Natty,2,,90,38.0,85.50,12.30,36.10,,,,,
2017,1,Kanawha,Rockford,2,,90,35.5,53.90,12.15,37.20,,,,,
2017,1,Kanawha,Reins,2,,5,26.0,44.40,12.10,37.70,,,,,
2017,1,Kanawha,Saber,2,,75,32.0,68.60,11.75,36.00,,,,,
2017,1,Kanawha,Antigo,2,,95,28.5,66.90,12.40,39.50,,,,,
2017,1,Kanawha,Shelby 427,2,,25,34.0,46.10,12.00,35.60,,,,,
2017,1,Kanawha,Jerry,2,,90,35.5,40.80,11.45,36.05,,,,,
2017,1,Kanawha,Horsepower,2,,95,29.0,67.50,11.35,35.95,,,,,
2017,1,Kanawha,Sumo,2,,25,34.0,68.00,12.50,37.30,,,,,
